产品类型,资产大类,字段,字段类型,字段含义,值域,特殊规则
IR_SPREADOPT,利率,STRIKE_PRICE,浮点数,行权价,,正数
IR_SPREADOPT,利率,TERM_CODE,字符串,期限代码,,
IR_SPREADOPT,利率,TERM_FREQ,字符串,期限频率,,
IR_SPREADOPT,利率,TRADE_DATE,日期,交易日,,yyyyMMdd
IR_SPREADOPT,利率,UNDERLYING_CURRENCY_CODE,字符串,标的货币代码,,
IR_SPREADOPT,利率,UPPER_BARRIER,浮点数,上障碍价,,Double时须>DOWN_BARRIER
IR_SPREADOPT,利率,VOLATILITY_SURFACE,字符串,波动率曲面,,引用市场数据波动率曲面key
IR_SPREADOPT,利率,VV_FLAG,布尔,VannaVolga开关,true/false,
IR_STEP_UP,利率,ABS_FLAG,布尔,绝对值标志,,
IR_STEP_UP,利率,BUY_OR_SELL,字符串,买卖方向,B/S,
IR_STEP_UP,利率,CALL_OR_PUT,字符串,看涨看跌,Call/Put,
IR_STEP_UP,利率,CURRENCY_CODE,字符串,货币代码,,
IR_STEP_UP,利率,DAY_COUNT_BASIS,字符串,日计数基准,"actual/365,actual/360,30/360",
IR_STEP_UP,利率,DISCOUNT_CURVE,字符串,折现曲线,,引用市场数据折现曲线key
IR_STEP_UP,利率,DOMESTIC_RATE,浮点数,国内利率,,
IR_STEP_UP,利率,EPS,浮点数,扰动步长,,
IR_STEP_UP,利率,FIXING_DATE,日期,定盘日,,yyyyMMdd
IR_STEP_UP,利率,FIXING_ID,字符串,定盘ID,,
IR_STEP_UP,利率,FOREIGN_RATE,浮点数,国外利率,,
IR_STEP_UP,利率,HIGH_RATE,浮点数,高收益率,,
IR_STEP_UP,利率,INSTRUMENT_ID,字符串,交易编号,,
IR_STEP_UP,利率,LOWER_BARRIER,浮点数,下障碍,,
IR_STEP_UP,利率,LOW_RATE,浮点数,低收益率,,
IR_STEP_UP,利率,MATURITY_DATE,日期,到期日,,yyyyMMdd
IR_STEP_UP,利率,MID_RATE,浮点数,中间收益率,,
IR_STEP_UP,利率,NOTIONAL,浮点数,名义金额,,非负有限数
IR_STEP_UP,利率,PRICE_CURVE,字符串,价格曲线,,
IR_STEP_UP,利率,PRODUCT_CODE,字符串,产品代码,,
IR_STEP_UP,利率,SETTLE_CURRENCY_CODE,字符串,结算货币,,
IR_STEP_UP,利率,SETTLE_DATE,日期,结算日,,yyyyMMdd
IR_STEP_UP,利率,SIGMABYGOALSEEK,浮点数,,,
IR_STEP_UP,利率,START_DATE,日期,起息日,,yyyyMMdd
IR_STEP_UP,利率,TERM_DAYS,长整数,,,
IR_STEP_UP,利率,TRADE_DATE,日期,交易日,,yyyyMMdd
IR_STEP_UP,利率,UNDERLYING_ID,字符串,标的ID,,
IR_STEP_UP,利率,UNDERLYING_TYPE,字符串,标的类型,,
IR_STEP_UP,利率,UPPER_BARRIER,浮点数,上障碍价,,Double时须>DOWN_BARRIER
IR_STEP_UP,利率,VOLATILITY_SURFACE,字符串,波动率曲面,,引用市场数据波动率曲面key
IR_STEP_UP,利率,VV_FLAG,布尔,VannaVolga开关,true/false,
IR_WEDDING_CAKE,利率,ABS_FLAG,布尔,绝对值标志,,
IR_WEDDING_CAKE,利率,BUY_OR_SELL,字符串,买卖方向,B/S,
IR_WEDDING_CAKE,利率,CONTRACT_SIZE,浮点数,合约乘数,,默认1
IR_WEDDING_CAKE,利率,CURRENCY_CODE,字符串,货币代码,,
IR_WEDDING_CAKE,利率,DISCOUNT_CURVE,字符串,折现曲线,,引用市场数据折现曲线key
IR_WEDDING_CAKE,利率,EPS,浮点数,扰动步长,,
IR_WEDDING_CAKE,利率,FIXING_ID,字符串,定盘ID,,
IR_WEDDING_CAKE,利率,INNER_LOWER_BARRIER,浮点数,内层下障碍,,
IR_WEDDING_CAKE,利率,INNER_RATE,浮点数,内层收益率,,
IR_WEDDING_CAKE,利率,INNER_UPPER_BARRIER,浮点数,内层上障碍,,
IR_WEDDING_CAKE,利率,INSTRUMENT_ID,字符串,交易编号,,
IR_WEDDING_CAKE,利率,MATURITY_DATE,日期,到期日,,yyyyMMdd
IR_WEDDING_CAKE,利率,MID_RATE,浮点数,中间收益率,,
IR_WEDDING_CAKE,利率,NOTIONAL,浮点数,名义金额,,非负有限数
IR_WEDDING_CAKE,利率,OUTER_LOWER_BARRIER,浮点数,外层下障碍,,
IR_WEDDING_CAKE,利率,OUTER_UPPER_BARRIER,浮点数,外层上障碍,,
IR_WEDDING_CAKE,利率,OUT_RATE,浮点数,外层收益率,,
IR_WEDDING_CAKE,利率,PRICE_CURVE,字符串,价格曲线,,
IR_WEDDING_CAKE,利率,PRODUCT_CODE,字符串,产品代码,,
IR_WEDDING_CAKE,利率,RATE_TYPE,字符串,利率类型,,
IR_WEDDING_CAKE,利率,SETTLE_CURRENCY_CODE,字符串,结算货币,,
IR_WEDDING_CAKE,利率,SETTLE_DATE,日期,结算日,,yyyyMMdd
IR_WEDDING_CAKE,利率,START_DATE,日期,起息日,,yyyyMMdd
IR_WEDDING_CAKE,利率,TERM_CODE,字符串,期限代码,,
IR_WEDDING_CAKE,利率,TERM_FREQ,字符串,期限频率,,
IR_WEDDING_CAKE,利率,TRADE_DATE,日期,交易日,,yyyyMMdd
IR_WEDDING_CAKE,利率,VOLATILITY_SURFACE,字符串,波动率曲面,,引用市场数据波动率曲面key
IR_WEDDING_CAKE,利率,VV_FLAG,布尔,VannaVolga开关,true/false,
STD_IRS,利率,BUY_OR_SELL,字符串,买卖方向,B/S,
STD_IRS,利率,CURRENCY_CODE,字符串,货币代码,,
STD_IRS,利率,DAY_COUNT_BASIS,字符串,日计数基准,"actual/365,actual/360,30/360",
STD_IRS,利率,FIXING_CURVE,字符串,定盘曲线,,引用市场数据定盘曲线key
STD_IRS,利率,INSTRUMENT_ID,字符串,交易编号,,
STD_IRS,利率,MATURITY_DATE,日期,到期日,,yyyyMMdd
STD_IRS,利率,NOTIONAL,浮点数,名义金额,,非负有限数
STD_IRS,利率,PRODUCT_CODE,字符串,产品代码,,
STD_IRS,利率,SETTLE_CALENDAR,字符串,结算日历,,
STD_IRS,利率,TERM_CODE,字符串,期限代码,,
STD_IRS,利率,TRADE_PRICE,浮点数,,,
SWAPTION,利率,BUY_OR_SELL,字符串,买卖方向,B/S,
SWAPTION,利率,CALL_OR_PUT,字符串,看涨看跌,Call/Put,
SWAPTION,利率,CURRENCY_CODE,字符串,货币代码,,
SWAPTION,利率,DISCOUNT_CURVE,字符串,折现曲线,,引用市场数据折现曲线key
SWAPTION,利率,FIXED_DAY_COUNT_BASIS,字符串,,,
SWAPTION,利率,FIXED_RATE,浮点数,,,
SWAPTION,利率,FIXING_CALENDAR,字符串,,,
SWAPTION,利率,FIXING_CURVE,字符串,定盘曲线,,引用市场数据定盘曲线key
SWAPTION,利率,FIXING_DAYOFF,整数,,,
SWAPTION,利率,FIXING_FREQ,字符串,定盘频率,,
SWAPTION,利率,FIXING_ID,字符串,定盘ID,,
SWAPTION,利率,FIXING_INDEX,字符串,,,
SWAPTION,利率,FIXING_RULE,字符串,,,
SWAPTION,利率,FLT_DAY_COUNT_BASIS,字符串,,,
SWAPTION,利率,INSTRUMENT_ID,字符串,交易编号,,
SWAPTION,利率,LAST_FIXING_RATE,字符串,,,
SWAPTION,利率,MATURITY_DATE,日期,到期日,,yyyyMMdd
SWAPTION,利率,NOTIONAL,浮点数,名义金额,,非负有限数
SWAPTION,利率,OPTION_TYPE,字符串,期权类型,Call/Put/Up/Down/Double,
SWAPTION,利率,PRODUCT_CODE,字符串,产品代码,,
SWAPTION,利率,RESET_FREQ,字符串,重置频率,M/Q/S/A,
SWAPTION,利率,TRADE_DATE,日期,交易日,,yyyyMMdd
SWAPTION,利率,UNDERLYING_FREQ,字符串,,,
SWAPTION,利率,UNDERLYING_MATURITY_DATE,日期,,,
SWAPTION,利率,UNDERLYING_SETTLE_CALENDAR,字符串,,,
SWAPTION,利率,UNDERLYING_SETTLE_DAYOFF,整数,,,
SWAPTION,利率,UNDERLYING_SETTLE_RULE,字符串,,,
SWAPTION,利率,UNDERLYING_START_DATE,日期,,,
SWAPTION,利率,VALUATION_MODEL,字符串,,,
SWAPTION,利率,VOLATILITY_SURFACE,字符串,波动率曲面,,引用市场数据波动率曲面key
