产品类型,资产大类,字段,Java字段名,字段类型,字段含义,值域,特殊规则
IRSCCS,利率,REC_CURRENCY_CODE,recCurrencyCode,字符串,收取货币,,数据域=TRADE；必填(校验规则)
IRSCCS,利率,REC_DAY_COUNT_BASIS,recDayCountBasis,字符串,收取日计数,,数据域=TRADE；必填(校验规则)；默认值=Actual/365
IRSCCS,利率,REC_DISCOUNT_CURVE,recDiscountCurve,字符串,收取折现曲线,,数据域=TRADE；必填(校验规则)
IRSCCS,利率,REC_FIXING_CALENDAR,recFixingCalendar,字符串,,,
IRSCCS,利率,REC_FIXING_DAYOFF,recFixingDayoff,浮点数,,,数据域=TRADE；默认值=0
IRSCCS,利率,REC_FIXING_FREQ,recFixingFreq,字符串,,,
IRSCCS,利率,REC_FIXING_ID,recFixingId,字符串,收取定盘ID,,
IRSCCS,利率,REC_FIXING_RULE,recFixingRule,字符串,,,数据域=TRADE；默认值=Regular_Preceding
IRSCCS,利率,REC_FREQ,recFreq,字符串,,,数据域=TRADE；必填(校验规则)
IRSCCS,利率,REC_INTEREST,recInterest,浮点数,,,数据域=TRADE；默认值=0
IRSCCS,利率,REC_INTEREST_TYPE,recInterestType,字符串,,Fixed|Floating,数据域=TRADE；必填(校验规则)；默认值=Fixed
IRSCCS,利率,REC_LAST_FIXING_RATE,recLastFixingRate,浮点数,,,数据域=TRADE；默认值=0
IRSCCS,利率,REC_NOTIONAL,recNotional,浮点数,收取名义金额,,数据域=TRADE；必填(校验规则)
IRSCCS,利率,REC_REFERENCE_CURVE,recReferenceCurve,字符串,收取定盘曲线,,
IRSCCS,利率,REC_RESET_FREQ,recResetFreq,字符串,,,
IRSCCS,利率,REC_SETTLE_CALENDAR,recSettleCalendar,字符串,,,
IRSCCS,利率,REC_SETTLE_DAYOFF,recSettleDayoff,浮点数,,,数据域=TRADE；默认值=0
IRSCCS,利率,REC_SETTLE_RULE,recSettleRule,字符串,,,数据域=TRADE；默认值=Regular_Following
IRSCCS,利率,REC_SPREAD,recSpread,浮点数,,,数据域=TRADE；默认值=0
IRSCCS,利率,START_DATE,startDate,日期,起息日,,yyyyMMdd；数据域=TRADE；必填(校验规则)
IRSCCS,利率,SWAP_TYPE,swapType,字符串,互换类型,,
IR_BARRIER,利率,BASE_PAYOFF,basePayoff,浮点数,基础赔付,,
IR_BARRIER,利率,BUY_OR_SELL,buyOrSell,字符串,买卖方向,B/S,
IR_BARRIER,利率,CONTRACT_SIZE,contractSize,浮点数,合约乘数,,默认1
IR_BARRIER,利率,CURRENCY_CODE,currencyCode,字符串,货币代码,,
IR_BARRIER,利率,DISCOUNT_CURVE,discountCurve,字符串,折现曲线,,引用市场数据折现曲线key
IR_BARRIER,利率,DOWN_BARRIER,downBarrierPrice,浮点数,下障碍价,,
IR_BARRIER,利率,FIXING_ID,fixingId,字符串,定盘ID,,
IR_BARRIER,利率,INSTRUMENT_ID,instrumentId,字符串,交易编号,,数据域=TRADE；通用校验字段(存在时校验)
IR_BARRIER,利率,KNOCK_OUT_FLAG,knockOutFlag,字符串,敲出标志,,
IR_BARRIER,利率,MATURITY_DATE,maturityDate,日期,到期日,,yyyyMMdd
IR_BARRIER,利率,OPTION_TYPE,optionType,字符串,期权类型,,
IR_BARRIER,利率,PAYOFF_LOWER,payoffLower,浮点数,下行赔付,,
IR_BARRIER,利率,PRODUCT_CODE,productCode,字符串,产品代码,,数据域=TRADE；通用校验字段(存在时校验)
IR_BARRIER,利率,RATE_TYPE,rateType,字符串,利率类型,,
IR_BARRIER,利率,REFERENCE_CURVE,referenceCurve,字符串,价格曲线,,
IR_BARRIER,利率,SETTLE_DATE,settleDate,日期,结算日,,yyyyMMdd
IR_BARRIER,利率,TERM_CODE,termCode,字符串,期限代码,,
IR_BARRIER,利率,TERM_FREQ,termFreq,字符串,,,
IR_BARRIER,利率,TOUCH_BEFORE_FLAG,touchBeforeFlag,字符串,,,
IR_BARRIER,利率,UPPER_BARRIER,upBarrierPrice,浮点数,上障碍价,,
IR_BARRIER,利率,VOLATILITY_SURFACE,volatilitySurface,字符串,波动率曲面,,引用市场数据波动率曲面key
IR_BARRIER,利率,VV_FLAG,vvFlag,布尔,VannaVolga开关,true/false,
IR_DIGITAL,利率,BASE_PAYOFF,basePayoff,浮点数,基础赔付,,
IR_DIGITAL,利率,BUY_OR_SELL,buyOrSell,字符串,买卖方向,B/S,
IR_DIGITAL,利率,CALL_OR_PUT,callOrPut,字符串,看涨看跌,Call/Put,
IR_DIGITAL,利率,CONTRACT_SIZE,contractSize,浮点数,合约乘数,,默认1
IR_DIGITAL,利率,CURRENCY_CODE,currencyCode,字符串,货币代码,,
IR_DIGITAL,利率,DISCOUNT_CURVE,discountCurve,字符串,折现曲线,,引用市场数据折现曲线key
IR_DIGITAL,利率,FIXING_ID,fixingId,字符串,定盘ID,,
IR_DIGITAL,利率,INSTRUMENT_ID,instrumentId,字符串,交易编号,,数据域=TRADE；通用校验字段(存在时校验)
IR_DIGITAL,利率,MATURITY_DATE,maturityDate,日期,到期日,,yyyyMMdd
IR_DIGITAL,利率,PAYOFF_LOWER,payoffLower,浮点数,下行赔付,,
IR_DIGITAL,利率,PRODUCT_CODE,productCode,字符串,产品代码,,数据域=TRADE；通用校验字段(存在时校验)
IR_DIGITAL,利率,RATE_TYPE,rateType,字符串,利率类型,,
IR_DIGITAL,利率,REFERENCE_CURVE,referenceCurve,字符串,价格曲线,,
IR_DIGITAL,利率,SETTLE_DATE,settleDate,日期,结算日,,yyyyMMdd
IR_DIGITAL,利率,STRIKE_PRICE,strikePrice,浮点数,行权价,,正数
IR_DIGITAL,利率,TERM_CODE,termCode,字符串,期限代码,,
IR_DIGITAL,利率,TERM_FREQ,termFreq,字符串,,,
IR_DIGITAL,利率,VOLATILITY_SURFACE,volatilitySurface,字符串,波动率曲面,,引用市场数据波动率曲面key
IR_DIGITAL,利率,VV_FLAG,vvFlag,布尔,VannaVolga开关,true/false,
IR_RANGE_ACCURE,利率,ABS_FLAG,absFlag,布尔,,,
IR_RANGE_ACCURE,利率,BUY_OR_SELL,buyOrSell,字符串,买卖方向,B/S,
IR_RANGE_ACCURE,利率,CURRENCY_CODE,currencyCode,字符串,货币代码,,
IR_RANGE_ACCURE,利率,DISCOUNT_CURVE,discountCurve,字符串,折现曲线,,引用市场数据折现曲线key
IR_RANGE_ACCURE,利率,EPS,eps,浮点数,,,
IR_RANGE_ACCURE,利率,FIXING_ID,fixingId,字符串,定盘ID,,
IR_RANGE_ACCURE,利率,INSTRUMENT_ID,instrumentId,字符串,交易编号,,数据域=TRADE；通用校验字段(存在时校验)
IR_RANGE_ACCURE,利率,LOWER_BARRIER,lowerBarrier,浮点数,下障碍,,
IR_RANGE_ACCURE,利率,MATURITY_DATE,maturityDate,日期,到期日,,yyyyMMdd
IR_RANGE_ACCURE,利率,MODEL_TYPE,modelType,字符串,,CONST_VOL|LOCAL_VOL|HESTON,
IR_RANGE_ACCURE,利率,NOTIONAL,notional,浮点数,名义金额,,非负有限数
IR_RANGE_ACCURE,利率,OBS_DATES,obsDates,字符串,,,
IR_RANGE_ACCURE,利率,PRODUCT_CODE,productCode,字符串,产品代码,,数据域=TRADE；通用校验字段(存在时校验)
IR_RANGE_ACCURE,利率,RANGE_ACCURE_RATE,rangeAccureRate,浮点数,,,
IR_RANGE_ACCURE,利率,RANGE_DIRECTION,rangeDirection,字符串,区间方向,,
IR_RANGE_ACCURE,利率,RATE_TYPE,rateType,字符串,利率类型,,
IR_RANGE_ACCURE,利率,REFERENCE_CURVE,referenceCurve,字符串,价格曲线,,
IR_RANGE_ACCURE,利率,SETTLE_DATE,settleDate,日期,结算日,,yyyyMMdd
IR_RANGE_ACCURE,利率,START_DATE,startDate,日期,起息日,,yyyyMMdd
IR_RANGE_ACCURE,利率,TERM_CODE,termCode,字符串,期限代码,,
IR_RANGE_ACCURE,利率,TERM_FREQ,termFreq,字符串,,,
IR_RANGE_ACCURE,利率,UPPER_BARRIER,upperBarrier,浮点数,上障碍价,,
IR_RANGE_ACCURE,利率,VOLATILITY_SURFACE,volatilitySurface,字符串,波动率曲面,,引用市场数据波动率曲面key
IR_SHARKFIN,利率,BASE_RATE,baseRate,浮点数,基础收益率,,数据域=TRADE；必填(校验规则)
IR_SHARKFIN,利率,BUY_OR_SELL,buyOrSell,字符串,买卖方向,B|S,数据域=TRADE；必填(校验规则)
IR_SHARKFIN,利率,CONTRACT_SIZE,contractSize,浮点数,合约乘数,,默认1；数据域=TRADE；必填(校验规则)；默认值=1
IR_SHARKFIN,利率,CURRENCY_CODE,currencyCode,字符串,货币代码,,数据域=TRADE；必填(校验规则)
IR_SHARKFIN,利率,DISCOUNT_CURVE,discountCurve,字符串,折现曲线,,引用市场数据折现曲线key
IR_SHARKFIN,利率,DOWN_BARRIER,downBarrierPrice,浮点数,下障碍价,,数据域=TRADE；必填(校验规则)
IR_SHARKFIN,利率,FIXING_ID,fixingId,字符串,定盘ID,,
IR_SHARKFIN,利率,INSTRUMENT_ID,instrumentId,字符串,交易编号,,数据域=TRADE；通用校验字段(存在时校验)
IR_SHARKFIN,利率,MATURITY_DATE,maturityDate,日期,到期日,,yyyyMMdd；数据域=TRADE；必填(校验规则)
IR_SHARKFIN,利率,NOTIONAL,notional,浮点数,名义金额,,非负有限数；数据域=TRADE；必填(校验规则)
IR_SHARKFIN,利率,OPTION_TYPE,optionType,字符串,期权类型,,数据域=TRADE；必填(校验规则)
IR_SHARKFIN,利率,PRODUCT_CODE,productCode,字符串,产品代码,,数据域=TRADE；通用校验字段(存在时校验)
IR_SHARKFIN,利率,RATE_TYPE,rateType,字符串,利率类型,,
IR_SHARKFIN,利率,REFERENCE_CURVE,referenceCurve,字符串,价格曲线,,
IR_SHARKFIN,利率,SETTLE_DATE,settleDate,日期,结算日,,yyyyMMdd；数据域=TRADE；必填(校验规则)
IR_SHARKFIN,利率,SETTLE_TYPE,settleType,字符串,结算方式,Cash/Physical,数据域=TRADE；默认值=CASH
IR_SHARKFIN,利率,START_DATE,startDate,日期,起息日,,yyyyMMdd；数据域=TRADE；必填(校验规则)
IR_SHARKFIN,利率,STRIKE_PRICE,strikePrice,浮点数,行权价,,正数；数据域=TRADE；必填(校验规则)
IR_SHARKFIN,利率,TERM_CODE,termCode,字符串,期限代码,,
IR_SHARKFIN,利率,TERM_FREQ,termFreq,字符串,,,
IR_SHARKFIN,利率,TOUCH_RATE,touchRate,浮点数,触碰收益率,,数据域=TRADE；必填(校验规则)
IR_SHARKFIN,利率,UPPER_BARRIER,upBarrierPrice,浮点数,上障碍价,,数据域=TRADE；必填(校验规则)
IR_SHARKFIN,利率,VOLATILITY_SURFACE,volatilitySurface,字符串,波动率曲面,,引用市场数据波动率曲面key；数据域=TRADE；必填(校验规则)
IR_SHARKFIN,利率,VV_FLAG,vvFlag,布尔,VannaVolga开关,true/false,
IR_SPREADOPT,利率,BASE_CURRENCY_CODE,baseCurrencyCode,字符串,基础货币代码,,
IR_SPREADOPT,利率,BUY_OR_SELL,buyOrSell,字符串,买卖方向,B/S,
IR_SPREADOPT,利率,CALL_OR_PUT,callOrPut,字符串,看涨看跌,Call/Put,
IR_SPREADOPT,利率,CONTRACT_SIZE,contractSize,浮点数,合约乘数,,默认1
IR_SPREADOPT,利率,CURRENCY_CODE,currencyCode,字符串,货币代码,,
IR_SPREADOPT,利率,DISCOUNT_CURVE,discountCurve,字符串,折现曲线,,引用市场数据折现曲线key
IR_SPREADOPT,利率,DOWN_BARRIER,downBarrierPrice,浮点数,下障碍价,,
IR_SPREADOPT,利率,FIXING_ID,fixingId,字符串,定盘ID,,
IR_SPREADOPT,利率,INITIAL_PRICE,initialPrice,浮点数,,,
IR_SPREADOPT,利率,INSTRUMENT_ID,instrumentId,字符串,交易编号,,数据域=TRADE；通用校验字段(存在时校验)
IR_SPREADOPT,利率,MATURITY_DATE,maturityDate,日期,到期日,,yyyyMMdd
IR_SPREADOPT,利率,NOTIONAL,notional,浮点数,名义金额,,非负有限数
IR_SPREADOPT,利率,OPTION_TYPE,optionType,字符串,期权类型,,
IR_SPREADOPT,利率,PRODUCT_CODE,productCode,字符串,产品代码,,数据域=TRADE；通用校验字段(存在时校验)
IR_SPREADOPT,利率,RATE_TYPE,rateType,字符串,利率类型,,
IR_SPREADOPT,利率,REFERENCE_CURVE,referenceCurve,字符串,价格曲线,,
IR_SPREADOPT,利率,SETTLE_DATE,settleDate,日期,结算日,,yyyyMMdd
IR_SPREADOPT,利率,SETTLE_TYPE,settleType,字符串,结算方式,Cash/Physical,
IR_SPREADOPT,利率,START_DATE,startDate,日期,起息日,,yyyyMMdd
IR_SPREADOPT,利率,STRIKE_PRICE,strikePrice,浮点数,行权价,,正数
IR_SPREADOPT,利率,TERM_CODE,termCode,字符串,期限代码,,
IR_SPREADOPT,利率,TERM_FREQ,termFreq,字符串,,,
IR_SPREADOPT,利率,UNDERLYING_CURRENCY_CODE,underlyingCurrencyCode,字符串,标的货币代码,,
IR_SPREADOPT,利率,UPPER_BARRIER,upBarrierPrice,浮点数,上障碍价,,
IR_SPREADOPT,利率,VOLATILITY_SURFACE,volatilitySurface,字符串,波动率曲面,,引用市场数据波动率曲面key
IR_SPREADOPT,利率,VV_FLAG,vvFlag,布尔,VannaVolga开关,true/false,
IR_STEP_UP,利率,ABS_FLAG,absFlag,布尔,,,
IR_STEP_UP,利率,BUY_OR_SELL,buyOrSell,字符串,买卖方向,B/S,
IR_STEP_UP,利率,CALL_OR_PUT,callOrPut,字符串,看涨看跌,Call/Put,
IR_STEP_UP,利率,CURRENCY_CODE,currencyCode,字符串,货币代码,,
IR_STEP_UP,利率,DAY_COUNT_BASIS,dayCountBasis,字符串,日计数基准,"actual/365,actual/360,30/360",
IR_STEP_UP,利率,DISCOUNT_CURVE,discountCurve,字符串,折现曲线,,引用市场数据折现曲线key
IR_STEP_UP,利率,EPS,eps,浮点数,,,
IR_STEP_UP,利率,FIXING_DATE,fixingDate,日期,,,
IR_STEP_UP,利率,FIXING_ID,fixingId,字符串,定盘ID,,
IR_STEP_UP,利率,HIGH_RATE,highRate,浮点数,高收益率,,
IR_STEP_UP,利率,INSTRUMENT_ID,instrumentId,字符串,交易编号,,数据域=TRADE；通用校验字段(存在时校验)
IR_STEP_UP,利率,LOWER_BARRIER,lowerBarrier,浮点数,下障碍,,
IR_STEP_UP,利率,LOW_RATE,lowRate,浮点数,低收益率,,
IR_STEP_UP,利率,MATURITY_DATE,maturityDate,日期,到期日,,yyyyMMdd
IR_STEP_UP,利率,MID_RATE,midRate,浮点数,中间收益率,,
IR_STEP_UP,利率,MODEL_TYPE,modelType,字符串,,CONST_VOL|LOCAL_VOL|HESTON,
IR_STEP_UP,利率,NOTIONAL,notional,浮点数,名义金额,,非负有限数
IR_STEP_UP,利率,PRODUCT_CODE,productCode,字符串,产品代码,,数据域=TRADE；通用校验字段(存在时校验)
IR_STEP_UP,利率,RATE_TYPE,rateType,字符串,,,
IR_STEP_UP,利率,REFERENCE_CURVE,referenceCurve,字符串,价格曲线,,
IR_STEP_UP,利率,SETTLE_DATE,settleDate,日期,结算日,,yyyyMMdd
IR_STEP_UP,利率,START_DATE,startDate,日期,起息日,,yyyyMMdd
IR_STEP_UP,利率,TERM_CODE,termCode,字符串,,,
IR_STEP_UP,利率,TERM_FREQ,termFreq,字符串,,,
IR_STEP_UP,利率,UPPER_BARRIER,upperBarrier,浮点数,上障碍价,,
IR_STEP_UP,利率,VOLATILITY_SURFACE,volatilitySurface,字符串,波动率曲面,,引用市场数据波动率曲面key
IR_STEP_UP,利率,VV_FLAG,vvFlag,布尔,VannaVolga开关,true/false,
IR_WEDDING_CAKE,利率,ABS_FLAG,absFlag,布尔,,,
IR_WEDDING_CAKE,利率,BUY_OR_SELL,buyOrSell,字符串,买卖方向,B|S,数据域=TRADE；必填(校验规则)
IR_WEDDING_CAKE,利率,CONTRACT_SIZE,contractSize,浮点数,合约乘数,,默认1；数据域=TRADE；必填(校验规则)
IR_WEDDING_CAKE,利率,CURRENCY_CODE,currencyCode,字符串,货币代码,,数据域=TRADE；必填(校验规则)
IR_WEDDING_CAKE,利率,DISCOUNT_CURVE,discountCurve,字符串,折现曲线,,引用市场数据折现曲线key
IR_WEDDING_CAKE,利率,EPS,eps,浮点数,,,
IR_WEDDING_CAKE,利率,FIXING_ID,fixingId,字符串,定盘ID,,
IR_WEDDING_CAKE,利率,INNER_LOWER_BARRIER,innerLowerBarrier,浮点数,内层下障碍,,数据域=TRADE；必填(校验规则)
IR_WEDDING_CAKE,利率,INNER_RATE,innerRate,浮点数,内层收益率,,数据域=TRADE；必填(校验规则)
IR_WEDDING_CAKE,利率,INNER_UPPER_BARRIER,innerUpperBarrier,浮点数,内层上障碍,,数据域=TRADE；必填(校验规则)
IR_WEDDING_CAKE,利率,INSTRUMENT_ID,instrumentId,字符串,交易编号,,数据域=TRADE；通用校验字段(存在时校验)
IR_WEDDING_CAKE,利率,MATURITY_DATE,maturityDate,日期,到期日,,yyyyMMdd；数据域=TRADE；必填(校验规则)
IR_WEDDING_CAKE,利率,MID_RATE,midRate,浮点数,中间收益率,,数据域=TRADE；必填(校验规则)
IR_WEDDING_CAKE,利率,NOTIONAL,notional,浮点数,名义金额,,非负有限数；数据域=TRADE；必填(校验规则)
IR_WEDDING_CAKE,利率,OUTER_LOWER_BARRIER,outerLowerBarrier,浮点数,外层下障碍,,数据域=TRADE；必填(校验规则)
IR_WEDDING_CAKE,利率,OUTER_UPPER_BARRIER,outerUpperBarrier,浮点数,外层上障碍,,数据域=TRADE；必填(校验规则)
IR_WEDDING_CAKE,利率,OUT_RATE,outRate,浮点数,外层收益率,,数据域=TRADE；必填(校验规则)
IR_WEDDING_CAKE,利率,PRODUCT_CODE,productCode,字符串,产品代码,,数据域=TRADE；通用校验字段(存在时校验)
IR_WEDDING_CAKE,利率,RATE_TYPE,rateType,字符串,利率类型,,
IR_WEDDING_CAKE,利率,REFERENCE_CURVE,referenceCurve,字符串,价格曲线,,
IR_WEDDING_CAKE,利率,SETTLE_DATE,settleDate,日期,结算日,,yyyyMMdd；数据域=TRADE；必填(校验规则)
IR_WEDDING_CAKE,利率,START_DATE,startDate,日期,起息日,,yyyyMMdd；数据域=TRADE；必填(校验规则)
IR_WEDDING_CAKE,利率,TERM_CODE,termCode,字符串,期限代码,,
IR_WEDDING_CAKE,利率,TERM_FREQ,termFreq,字符串,,,
IR_WEDDING_CAKE,利率,VOLATILITY_SURFACE,volatilitySurface,字符串,波动率曲面,,引用市场数据波动率曲面key；数据域=TRADE；必填(校验规则)
IR_WEDDING_CAKE,利率,VV_FLAG,vvFlag,布尔,VannaVolga开关,true/false,
STD_IRS,利率,BUY_OR_SELL,buyOrSell,字符串,买卖方向,B|S,数据域=TRADE；必填(校验规则)
STD_IRS,利率,CURRENCY_CODE,currencyCode,字符串,货币代码,,数据域=TRADE；必填(校验规则)
STD_IRS,利率,DAY_COUNT_BASIS,dayCountBasis,字符串,日计数基准,"actual/365,actual/360,30/360",
STD_IRS,利率,INSTRUMENT_ID,instrumentId,字符串,交易编号,,数据域=TRADE；通用校验字段(存在时校验)
STD_IRS,利率,MATURITY_DATE,maturityDate,日期,到期日,,yyyyMMdd；数据域=TRADE；必填(校验规则)
STD_IRS,利率,NOTIONAL,notional,浮点数,名义金额,,非负有限数；数据域=TRADE；必填(校验规则)
STD_IRS,利率,PRODUCT_CODE,productCode,字符串,产品代码,,数据域=TRADE；通用校验字段(存在时校验)
STD_IRS,利率,REFERENCE_CURVE,referenceCurve,字符串,定盘曲线,,引用市场数据定盘曲线key；数据域=TRADE；必填(校验规则)
STD_IRS,利率,SETTLE_CALENDAR,settleCalendar,字符串,结算日历,,
STD_IRS,利率,TERM_CODE,termCode,字符串,期限代码,,
STD_IRS,利率,TRADE_PRICE,tradePrice,浮点数,,,数据域=TRADE；必填(校验规则)
SWAPTION,利率,BUY_OR_SELL,buyOrSell,字符串,买卖方向,B/S,
SWAPTION,利率,CALL_OR_PUT,callOrPut,字符串,看涨看跌,Call/Put,
SWAPTION,利率,CURRENCY_CODE,currencyCode,字符串,货币代码,,
SWAPTION,利率,DISCOUNT_CURVE,discountCurve,字符串,折现曲线,,引用市场数据折现曲线key
SWAPTION,利率,FIXED_DAY_COUNT_BASIS,fixedDayCountBasis,字符串,固定日计数基准,,
SWAPTION,利率,FIXED_RATE,fixedRate,浮点数,固定利率,,
SWAPTION,利率,FIXING_CALENDAR,fixingCalendar,字符串,,,
SWAPTION,利率,FIXING_DAYOFF,fixingDayoff,整数,,,
SWAPTION,利率,FIXING_FREQ,fixingFreq,字符串,定盘频率,,
SWAPTION,利率,FIXING_RULE,fixingRule,字符串,,,
SWAPTION,利率,INSTRUMENT_ID,instrumentId,字符串,交易编号,,数据域=TRADE；通用校验字段(存在时校验)
SWAPTION,利率,MATURITY_DATE,maturityDate,日期,到期日,,yyyyMMdd
SWAPTION,利率,NOTIONAL,notional,浮点数,名义金额,,非负有限数
SWAPTION,利率,PRODUCT_CODE,productCode,字符串,产品代码,,数据域=TRADE；通用校验字段(存在时校验)
SWAPTION,利率,REFERENCE_CURVE,referenceCurve,字符串,定盘曲线,,引用市场数据定盘曲线key
SWAPTION,利率,UNDERLYING_FREQ,underlyingFreq,字符串,标的付息频率,,
SWAPTION,利率,UNDERLYING_MATURITY_DATE,underlyingMaturityDate,日期,标的到期日,,yyyyMMdd
SWAPTION,利率,UNDERLYING_SETTLE_CALENDAR,underlyingSettleCalendar,字符串,,,
SWAPTION,利率,UNDERLYING_SETTLE_DAYOFF,underlyingSettleDayoff,整数,,,
SWAPTION,利率,UNDERLYING_SETTLE_RULE,underlyingSettleRule,字符串,,,
SWAPTION,利率,UNDERLYING_START_DATE,underlyingStartDate,日期,标的起息日,,yyyyMMdd
SWAPTION,利率,VALUATION_MODEL,valuationModel,字符串,估值模型,BACHELIER/BLACK76,
SWAPTION,利率,VOLATILITY_SURFACE,volatilitySurface,字符串,波动率曲面,,引用市场数据波动率曲面key
TRS,信用,BUY_OR_SELL,buyOrSell,字符串,,B|S,
TRS,信用,CREDIT_SPREAD_CURVE,creditSpreadCurve,字符串,,,
TRS,信用,CURRENCY_CODE,currencyCode,字符串,,,
TRS,信用,DAY_COUNT_BASIS,dayCountBasis,字符串,,,
TRS,信用,DISCOUNT_CURVE,discountCurve,字符串,,,
TRS,信用,INSTRUMENT_ID,instrumentId,字符串,,,数据域=TRADE；通用校验字段(存在时校验)
TRS,信用,INTEREST_RATE,interestRate,浮点数,,,
TRS,信用,INTEREST_STUB,interestStub,字符串,,,
TRS,信用,INTEREST_TYPE,interestType,字符串,,,
TRS,信用,MATURITY_DATE,maturityDate,日期,,,
TRS,信用,NOTIONAL,notional,浮点数,,,
TRS,信用,PAY_FREQ,payFreq,字符串,,,
TRS,信用,PRODUCT_CODE,productCode,字符串,,,数据域=TRADE；通用校验字段(存在时校验)
TRS,信用,RECOVERY_RATE,recoveryRate,浮点数,,,
TRS,信用,REFERENCE_CURVE,referenceCurve,字符串,,,
TRS,信用,SETTLE_CALENDAR,settleCalendar,字符串,,,
TRS,信用,START_DATE,startDate,日期,,,
TRS,信用,UNDERLYING_BOND_ID,underlyingBondId,字符串,,,
TRS,信用,UNDERLYING_CURRENCY_CODE,underlyingCurrencyCode,字符串,,,
TRS,信用,UNDERLYING_CURRENCY_DISCOUNT_CURVE,underlyingCurrencyDiscountCurve,字符串,,,
TRS,信用,UNDERLYING_NOTIONAL,underlyingNotional,浮点数,,,
TRS,信用,UNDERLYING_TYPE,underlyingType,字符串,,FX|EQ|COMM|IR,
WILLOW_BOND,利率,ABS_FLAG,absFlag,字符串,,,
WILLOW_BOND,利率,AMORTIZATION_SCHEDULE,amortizationSchedule,字符串,,,
WILLOW_BOND,利率,BOND_ID,bondId,字符串,,,
WILLOW_BOND,利率,CALLPUT_DATES,callPutDates,字符串,,,
WILLOW_BOND,利率,COUPON_PRORATED,couponProrated,浮点数,,,
WILLOW_BOND,利率,CREDIT_SPREAD_CURVE,creditSpreadCurve,字符串,,,
WILLOW_BOND,利率,CURRENCY_CODE,currencyCode,字符串,,,数据域=TRADE；必填(校验规则)
WILLOW_BOND,利率,DATA_DATE,dataDate,日期,,,
WILLOW_BOND,利率,DAY_COUNT_BASIS,dayCountBasis,字符串,,,数据域=TRADE；必填(校验规则)
WILLOW_BOND,利率,DIRTY_PRICE,dirtyPrice,字符串,,,
WILLOW_BOND,利率,DISCOUNT_CURVE,discountCurve,字符串,,,数据域=TRADE；必填(校验规则)
WILLOW_BOND,利率,DRC_FLAG,drcFlag,字符串,,,
WILLOW_BOND,利率,DRC_LGD,lgd,字符串,,,
WILLOW_BOND,利率,FIXING_FREQ,fixingFreq,字符串,,,
WILLOW_BOND,利率,FIXING_ID,fixingId,字符串,,,
WILLOW_BOND,利率,FRTB_CSR_BUCKET,frtbCsrBucket,字符串,,,
WILLOW_BOND,利率,FRTB_NSEC_DRC_BUCKET,frtbNsecDrcBucket,字符串,,,
WILLOW_BOND,利率,FRTB_SECNCTP_DRC_RW,frtbSecnctpDrcRw,字符串,,,
WILLOW_BOND,利率,FRTB_SECNCTP_DRC_TYPE,frtbSecnctpDrcType,字符串,,,
WILLOW_BOND,利率,INCLUDE_TODAY_CASHFLOW,includeTodayCashflow,字符串,,,
WILLOW_BOND,利率,INSTRUMENT_ID,instrumentId,字符串,,,数据域=TRADE；通用校验字段(存在时校验)
WILLOW_BOND,利率,INTEREST_RATE,interestRate,浮点数,,,数据域=TRADE；必填(校验规则)
WILLOW_BOND,利率,INTEREST_STUB,interestStub,字符串,,,
WILLOW_BOND,利率,INTEREST_TYPE,interestType,字符串,,Fixed,数据域=TRADE；必填(校验规则)
WILLOW_BOND,利率,ISSUER,issuer,字符串,,,
WILLOW_BOND,利率,ISSUER_RATING,issuerRating,字符串,,,
WILLOW_BOND,利率,ISSUE_DATE,issueDate,日期,,,数据域=TRADE；必填(校验规则)
WILLOW_BOND,利率,LAST_RESET_RATE,lastResetRate,浮点数,,,
WILLOW_BOND,利率,MATURITY_DATE,maturityDate,日期,,,数据域=TRADE；必填(校验规则)
WILLOW_BOND,利率,NOTIONAL,notional,浮点数,,,数据域=TRADE；必填(校验规则)
WILLOW_BOND,利率,OPTION_BOND_FLAG,optionBondFlag,字符串,,,
WILLOW_BOND,利率,PAY_FREQ,payFreq,字符串,,,数据域=TRADE；必填(校验规则)
WILLOW_BOND,利率,POSITION_TRADE,positionTrade,浮点数,,,数据域=TRADE；必填(校验规则)
WILLOW_BOND,利率,PRODUCT_CODE,productCode,字符串,,,数据域=TRADE；通用校验字段(存在时校验)
WILLOW_BOND,利率,REFERENCE_CURVE,referenceCurve,字符串,,,
WILLOW_BOND,利率,RESET_DAYOFF,resetDayoff,字符串,,,
WILLOW_BOND,利率,RESET_FREQ,resetFreq,字符串,,,
WILLOW_BOND,利率,RESET_RULE,resetRule,字符串,,,
WILLOW_BOND,利率,SETTLE_CALENDAR,settleCalendar,字符串,,,
WILLOW_BOND,利率,SETTLE_DAYOFF,settleDayoff,字符串,,,
WILLOW_BOND,利率,SETTLE_RULE,settleRule,字符串,,,
WILLOW_BOND,利率,SPREAD,spread,字符串,,,
WILLOW_BOND,利率,WILLOW_MODEL_TYPE,willowModelType,字符串,,NORMAL|LOG_NORMAL,数据域=TRADE；必填(校验规则)
WILLOW_BOND,利率,WILLOW_REFERENCE_CURVE,willowReferenceCurve,字符串,,,数据域=TRADE；必填(校验规则)
WILLOW_BOND,利率,WILLOW_STEP_DAYS,willowStepDays,字符串,,,
WILLOW_BOND,利率,WILLOW_VOLATILITY,willowVolatility,浮点数,,,数据域=TRADE；必填(校验规则)
